user,image,caption,engagement,labels
brendonburchard_1158797_3037753214896738981_27132_2794,instagram_dataset/Data/brendonburchard_1158797_3037753214896738981_27132_2794/2023-02-14_04-20-24_UTC_6.jpg,"I have devastating news. Dave Hollis passed away this weekend. A statement was posted online by his parents:

""Dave Hollis, former President of Worldwide Distribution at Disney, passed away peacefully at his home outside Austin, TX on Saturday night. Though exact cause of death has yet to be determined, his family confirms he had been hospitalized recently for some heart issues. He was 47.” 

Dave was a good man, a loving father, an inspiring teacher, and a dear friend. 

We spent a lot of time together. I loved his caring and empathy, his energy and enthusiasm, his vulnerability in sharing his struggles, and his love of his children and helping people. 

We taught for a year together and the depth of his sharing and wisdom had me and our audience in tears so many times.

I loved our funny conversations, how he taught, how many great laughs and grand plans we shared. 

We were just together last month with friends when he was hospitalized with heart-related issues. He was released okay and I got to share with him then our love for him then, as did our friends. He knew he was loved. 
It sounds like those heart health issues continued. 

We are sending our love, prayers and condolences to his family and all our shared friends and communities saddened by this news today. 

It feels unreal- Tomorrow would have been Dave's birthday. 

Please pray for his family and give them space and prayer. 

I will miss you my brother. 
Rest In Peace dear friend.
🙏❤️
@mrdavehollis",2794,"['Smile', 'Happiness', 'Facial expression', 'Leisure', 'Sunglasses', 'Vacation', 'Goggles', 'Travel', 'Active Shirt', 'Selfie']"
brendonburchard_1158797_3038833361975936146_7611_158,instagram_dataset/Data/brendonburchard_1158797_3038833361975936146_7611_158/2023-02-15_16-06-27_UTC.jpg,"If you only knew you’d be so excited to bring good energy to the world. 

Don’t forget people are struggling. So many are discouraged. Be that bright light out there for others. 
❤️Brendon

#motivationalquotes",158,['Happiness']
brendonburchard_1158797_3039111112075937756_6134_181,instagram_dataset/Data/brendonburchard_1158797_3039111112075937756_6134_181/2023-02-16_01-18-18_UTC.jpg,Sent to my text community. My number in my bio. Love you all you are on my mind ❤️❤️,181,[]
brendonburchard_1158797_3042417675503136790_1446_148,instagram_dataset/Data/brendonburchard_1158797_3042417675503136790_1446_148/2023-02-20_14-47-51_UTC_6.jpg,"So much joy speaking in Lisbon, Portugal at the amazing @susanatorresoficial event. What’s so very special about this event - other than the fire! - is that Susana is one for our high performance students who is now a true leader in Europe bringing excellence in high performance coaching and personal development to everyone. It was full circle moment to speak on her event after she attended mine so many years ago as a beginner, and I will have her on my stage to complete the circle. She’s an incredible mother, leader and friend who is showing what’s possible with real vision to be the best and to work hard and persevere and serve. I love how her whole family is involved in making major events like this happen - it feels very special. She also has the worlds best involved like the world football (soccer) champion @gilbertosilva who is an incredible inspiration. Thank you Portugal for the amazing welcome and experience. 🇵🇹❤️",148,"['Entertainment', 'Event', 'Performing Arts', 'Crowd', 'Public event', 'Audience', 'Performance', 'Fun', 'Stage', 'Dance']"
brendonburchard_1158797_3042986395971590589_2528_64,instagram_dataset/Data/brendonburchard_1158797_3042986395971590589_2528_64/2023-02-21_09-37-48_UTC.jpg,"This is why we need personal development, to increase self-awareness and self-mastery which eventually leads to higher order social contributions.

Master the inner game - use GrowthDay app. 

#growthday @growthday #motivation #growth #letsgo #inspiration",64,['Selfie']
brendonburchard_1158797_3043283406079789678_2363_62,instagram_dataset/Data/brendonburchard_1158797_3043283406079789678_2363_62/2023-02-21_19-27-54_UTC_3.jpg,Swipe through for some #wisdom 🙌,62,['Happiness']
brendonburchard_1158797_3044650577385138595_3907_108,instagram_dataset/Data/brendonburchard_1158797_3044650577385138595_3907_108/2023-02-23_16-44-14_UTC.jpg,"Reminder my friend ❤️

#lifeisgood #inspirationalquotes #growthday",108,"['Happiness', 'Facial expression', 'Photo caption']"
brendonburchard_1158797_3046992068581459508_5934_123,instagram_dataset/Data/brendonburchard_1158797_3046992068581459508_5934_123/2023-02-26_22-16-21_UTC.jpg,"Listen!
Join us in GrowthDay. 
It’s time. 
❤️brendon.

#motivationalquotes #change #itstime #growthday #inspiration",123,[]
brendonburchard_1158797_3048346918890877380_2014_331,instagram_dataset/Data/brendonburchard_1158797_3048346918890877380_2014_331/2023-02-28_19-08-12_UTC_1.jpg,"I don’t usually post on my birthday but this card from my wife!! Bc I’m not much of a morning person and I usually enter the day looking “stunned” (or maybe vacant) but READY to party 🤣🤣🤣
thx for all the kind notes today❤️",331,"['Cartoon', 'Illustration', 'Clip art', 'Graphics', 'Rabbit', 'Leporids', 'Animation', 'Whiskers', 'Graphic design']"
brendonburchard_1158797_3049912335603423714_2217_98,instagram_dataset/Data/brendonburchard_1158797_3049912335603423714_2217_98/2023-03-02_22-58-24_UTC_4.jpg,"A #motivational quote drop!! Which one is resonating with you most today? 1, 2, 3, or 4? 👇",98,['Happiness']
brendonburchard_1158797_3051845652091342173_7605_284,instagram_dataset/Data/brendonburchard_1158797_3051845652091342173_7605_284/2023-03-05_14-59-33_UTC.jpg,Get some rest 🙏🙏🙏,284,[]
brendonburchard_1158797_3061333257514228307_2238_99,instagram_dataset/Data/brendonburchard_1158797_3061333257514228307_2238_99/2023-03-18_17-09-44_UTC.jpg,"You are stronger than you think ❤️

#motivationalquotes #staystrong",99,[]
brendonburchard_1158797_3062033862369042031_9868_169,instagram_dataset/Data/brendonburchard_1158797_3062033862369042031_9868_169/2023-03-19_16-21-43_UTC.jpg,Friendly reminder,169,[]
brendonburchard_1158797_3062268966328828329_12502_225,instagram_dataset/Data/brendonburchard_1158797_3062268966328828329_12502_225/2023-03-20_00-08-49_UTC.jpg,"Please don’t be so hard on yourself 🙏❤️
Your coach,
Brendon",225,[]
brendonburchard_1158797_3063577670135198853_2336_125,instagram_dataset/Data/brendonburchard_1158797_3063577670135198853_2336_125/2023-03-21_19-28-59_UTC.jpg,Some #tuesdaythoughts for you ❤️ Share this with someone who might need the reminder!,125,[]
brendonburchard_1158797_3065849156921340051_4110_133,instagram_dataset/Data/brendonburchard_1158797_3065849156921340051_4110_133/2023-03-24_22-42-01_UTC_2.jpg,Happy Friday! Which one is resonating with you today? Comment below! 👇,133,"['Happiness', 'Poster', 'Photo caption']"
brendonburchard_1158797_3066375268041952344_3688_132,instagram_dataset/Data/brendonburchard_1158797_3066375268041952344_3688_132/2023-03-25_16-07-18_UTC.jpg,"Gosh I wish more people knew. 
Your coach,
Brendon. 
Ps. Miss you guys",132,['Screenshot']
brendonburchard_1158797_3067286651966004983_11401_215,instagram_dataset/Data/brendonburchard_1158797_3067286651966004983_11401_215/2023-03-26_22-18-04_UTC.jpg,"It’s practicing the basic stuff that makes the big shifts. Right? 🙏❤️
Your coach,
Brendon

#motivationalquotes #lifequotes #wisdom #inspiration #sleep",215,"['Text', 'Font', 'Happiness', 'Science']"
brendonburchard_1158797_3068587216163358887_2551_188,instagram_dataset/Data/brendonburchard_1158797_3068587216163358887_2551_188/2023-03-28_17-22-03_UTC.jpg,"Mom’s birthday today! Nothing in my life was possible without her love, her joy, her compassion, her remarkable resilience through the hardest of times long before I was even born. She’s is the epitome of my famous line “bring the JOY!” She brings joy and love to everyone she meets and I’ve never met someone who enjoys the little things so much. She loves life and I’m so lucky to have that example. She’s met tens of thousands if you at my events so join me in whishun gHappy birthday momma B❤️bisous bisous ❤️❤️",188,"['Smile', 'Head', 'Happiness', 'Mouth', 'Jaw', 'Eye', 'Facial expression', 'Tooth', 'Ear', 'Fun']"
brendonburchard_1158797_3069508298080822303_2062_100,instagram_dataset/Data/brendonburchard_1158797_3069508298080822303_2062_100/2023-03-29_23-52-05_UTC.jpg,"It’s so easy to get wrapped up with the chaos of work, family, relationships. But are you taking time each day to just be grateful for your breath? For waking up this morning? Once you start seeing your life through a lens of gratitude, that’s when things really change for the better 🙌",100,[]
debasreee_307029_3065448853847955937_4502_17,instagram_dataset/Data/debasreee_307029_3065448853847955937_4502_17/2023-03-24_09-26-41_UTC_3.jpg,"Yellow is my happy colour 💛💛 
.
📍@lemeridiengoa",17,"['Food', 'Tableware', 'Ingredient', 'Dishware', 'Plate', 'Bread', 'Breakfast', 'Serveware', 'Kitchen utensil', 'Recipe']"
debasreee_307029_3065624893231120288_3859_44,instagram_dataset/Data/debasreee_307029_3065624893231120288_3859_44/2023-03-24_15-16-27_UTC_1.jpg,"Are you team beach or mountain? It’s always the 🏝️ for me 🫶🏼
.
White dress @miakee.official 
Swimwear @merakilifestudio",44,"['Summer', 'Thigh', 'Vacation', 'Leisure', 'Bikini', 'Sea', 'People in nature', 'Recreation', 'Swimsuit', 'Ocean']"
debasreee_307029_3066091146970203508_3772_16,instagram_dataset/Data/debasreee_307029_3066091146970203508_3772_16/2023-03-25_06-42-49_UTC_3.jpg,"You’ll always find me by the pool, eating of course 💁🏻‍♀️ What a fab time I had at @lemeridiengoa with mommy dearest!!!! Thank you so much for having us. ❤️❤️ 
.
Swimwear is @sheinofficial that I stole from @sonalsagaraya 
Skirt is @hm 
Sunglasses @prada 
Slippers @iykyk.club",16,"['Swimming pool', 'Resort', 'Leisure', 'Palm trees', 'Resort town', 'Vacation', 'Hotel', 'Holiday', 'Water feature', 'Thermae']"
debasreee_307029_3066886135067171352_7650_20,instagram_dataset/Data/debasreee_307029_3066886135067171352_7650_20/2023-03-26_09-02-19_UTC_2.jpg,"Dreaming of this as I have the laziest Sunday ever ❤️
Hat @myaraaindia
Sandal @melissashoesindia @sallyruchi 
Dress @summersomewhereshop",20,"['Red', 'Tableware', 'Cocktail', 'Alcoholic drink', 'Cosmopolitan', 'Juice', 'Red Russian', 'Bay Breeze', 'Woo Woo', 'Classic cocktail']"
debasreee_307029_3068272731350036606_2264_15,instagram_dataset/Data/debasreee_307029_3068272731350036606_2264_15/2023-03-28_06-57-14_UTC_3.jpg,"Straight out of a postcard 🏝️ 
.

Wearing @summersomewhereshop 
Hat @myaraaindia 
Slippers @melissashoesindia @sallyruchi 
Bag is an old Pr I received from Estée Lauder",15,"['Hat', 'Summer', 'Beauty', 'Headgear', 'Fashion', 'Leisure', 'Sun hat', 'Vacation', 'People in nature', 'Holiday']"
debasreee_307029_3068377837294838120_7336_26,instagram_dataset/Data/debasreee_307029_3068377837294838120_7336_26/2023-03-28_10-26-03_UTC_9.jpg,To more sunsets and meals together @raamish.abbasi 🫶🏼✨,26,"['Food', 'Tableware', 'Ingredient', 'Produce', 'Culinary arts', 'Dishware', 'Seafood', 'Plate', 'Vegetable', 'Recipe']"
debasreee_307029_3068976456288734459_1720_5,instagram_dataset/Data/debasreee_307029_3068976456288734459_1720_5/2023-03-29_06-15-24_UTC_3.jpg,"Team water baby 4 lyf 🌊 
.
Swimwear @merakilifestudio",5,"['Summer', 'Leisure', 'Vacation', 'Sunglasses', 'Sun tanning', 'Goggles', 'Swimsuit', 'Outdoor furniture', 'Shade', 'Holiday']"
debasreee_307029_3069862599251285336_1992_11,instagram_dataset/Data/debasreee_307029_3069862599251285336_1992_11/2023-03-30_11-36-01_UTC_2.jpg,"Happiness is the sunset and the sea, don’t you agree? 
.
Swimwear is @decathlonsportsindia",11,"['Blue', 'Beach', 'Body of water', 'Sea', 'Summer', 'Coastal and oceanic landforms', 'Fluid', 'Vacation', 'Horizon', 'Fun']"
deepak_chahar9_2363731_2773305805093731285_438077_732,instagram_dataset/Data/deepak_chahar9_2363731_2773305805093731285_438077_732/2022-02-14_07-30-36_UTC.jpg,Happy valentine love 💕  #love #forever,732,"['Lips', 'Happiness', 'Black hair', 'Facial expression', 'Smile', 'Facial hair', 'Eyelash', 'Beard', 'Love', 'Moustache']"
deepak_chahar9_2363731_2778406408430200785_350599_569,instagram_dataset/Data/deepak_chahar9_2363731_2778406408430200785_350599_569/2022-02-21_08-24-35_UTC_2.jpg,Great Series win 🏆 and good learning for everyone .see you soon everyone 🤞 #bleedblue,569,"['Jersey', 'Sports Uniform', 'Sports venue', 'Sports', 'Cricket', 'Twenty20', 'Cricketer', 'Championship', 'Bat-and-ball games', 'Stadium']"
